,images,label,content,contentc,contentp
785,rumor_images/9f08b926jw1etkvpmjxyjj20iw0bx3zj.jpg,0,"注意！注意！ 紧急通知：家里有孩子的 大人都看好了，四川省成都市来了1000多外地人 专偷小孩抢小孩的 成都地区已经丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，收到的都传下。
","More than 1,000 foreigners who have stolen children in Chengdu. More than 20 have lost their lives. 7 have been dissected to take the organ.",
786,rumor_images/9c6c99f2jw1ebej7pdan5j20dc0hswgq.jpg,0,"好消息卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发
",State Food and Drug Administration began to accept the report of the dog and meat hall on November 1st. Good news is illegal to sell dog meat.,
787,rumor_images/a6bfb705jw1enugqkabp3j20gv0u0401.jpg,0,"今天圈子里最热的讨论【温州动车35人死亡，青岛管道爆炸35人死亡，平顶山矿难35人死亡，山西煤矿塌方35人死亡，上海外滩踩踏事故死亡35人，为什么各种事故最多都是35人死亡呢？因为死亡人数超过36人，省部级干部就要问责。】 2101国道
","Because the number of deaths exceeds 36, the provincial and ministerial cadres must account for accountability. Today, the hottest discussion in the circle [35 people died in Wenzhou EMUs",晤全例全洋盘多啊..正常额，家里头看看直播，很上海外滩踩踏事故现场人死亡人受伤年最后的悉剧.昨晚上海市陈毅广场发深鹭事故.造成人死亡.人受伤.原答栖左在外滩十八楼的楼时间美金红
788,rumor_images/6c9633edjw1ega052s5i5j20hs0vkdk3.jpg,0,"政府屏蔽了一切消息，大家帮忙顶起来，太猖狂了
","The government blocked all news, everyone helped up, it's too mad",四:朋友圈章露婷现场信号被蔽了目前有老人被特勤打死了从高速她下二十多人被抓重伤送往医院的维权姓很多请大家赶快带家伙支援!请转发
789,rumor_images/005FLG4cjw1eqzcnnhcuoj30hs0npju3.jpg,0,"妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！     O网页链接
","Wangzi Milk, Coca -Cola, Shuangxiu, Wahaha AD Calcium Milk, Domezi, Beautiful Juvenile Fruit MessiansMilk excellent pineapple flavor. All",
790,rumor_images/a09094aagw1euxo86vbq5j20b5066weq.jpg,0,"金沙江大桥垮了！最让官方伤心的是，这桥太不争气，居然在没车的时候跨！这还了得，以前桥垮，都是车子压的，千真万确是车子压的！桥的质量没有问题。这回，这回，没车!尼玛，坑爹啊，太难为专家们了，怎么办呢，是地球引力，还是干湿差异？转
","The most sad thing is that this bridge is too uncomfortable, and it actually crosses when there is no car! Nima, pit father, too difficult for the experts, what should I",
791,rumor_images/696e98b6jw1eb57sddqplj20g10sgtan.jpg,0,"#速度与激情男主角去世# 截图来自网络。救活了吗？求证实？！ @微博辟谣
",## Screenshot comes from the Internet.Did you save it?Seeking confirmation?Intersection@微 微 微 微,()虽下午:考颁斌论四.
792,rumor_images/e1174d61jw1exfim9juypj208k0aiaal.jpg,0,"今天#邵逸夫#先生出殡了... 乔布斯去世的时候，我们铺天卷地的刷屏，而邵逸夫去世了，却没有看见有人悼念，我们有千百个学校的教学楼叫做#逸夫教学楼#，医院有#逸夫门诊楼#，老人一生捐赠了数以千百亿计的医疗设施和教育设施，对国人来说他真的比乔布斯伟大，逸夫老先生一路走好！ 2上海·长阳路
","When Jobs died, we wiped out the screen, and Shao Yifu died, but we did not see someone mourn. For the Chinese people, he was really greater than Jobs",
793,rumor_images/bd64f0bajw1e5dmut5eg5j20f40qojtr.jpg,0,"这是发生在宜昌市的一件痛心的事情，一位老奶奶就为了卖自己做的饰品，冒着烈日，甚至没有吃过早饭，在天桥上摆地摊，卖自己做的饰品，最后从车上下来几个年轻的城管，上前就对老奶奶一顿耳光，有一位年轻的城管踹了老奶奶一脚，不慎滚到天桥下面，满地都是老奶奶留下的鲜血，经过两小时抢救无效死亡
","An old grandmother took a fierce day to sell the jewelry she made, and did not even eat breakfast. A young city manager kicked the old grandma and accidentally rolled under the bridge.",看到不转不配做中国大
794,rumor_images/44666b3ejw1e5ki7jpotqj20c814eaeh.jpg,0,"【原产地理论】【杨澜昨天终于承认了自己的美国籍身份。她理直气壮地说：“虽然我入了美国籍，但我出身于中国，所以从原产地角度而言，我不出席美国的两会而出席中国的两会，而且还回答得“理直气壮”，也终于使我们亿万网民松了一口气，毕竟这么多天卖力的“深度挖掘”有了结】
","She said straightforwardly: ""Although I have entered the United States, I was born in China, so from the perspective of origin""","美国其实“托""好的我加入美国了"
795,rumor_images/00658Kcqjw1es89ze094yj30ej09m0td.jpg,0,"家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下，没有孩子的也请友情转转
","Crooked, Wahaha Ad Calcium Milk, Future Star, QQ Star, Beautiful Juvenile Fruit Milk Granuita. All contain Botox.",
796,rumor_images/ab99ba86gw1dvb850kjm1j.jpg,0,"【爱心发布】我粉丝少，请各位名人与热心博爱之人帮转一下。这个可爱的小姑娘叫刘丽洁，7岁。7月4日16点到18点之间在丰台区看丹桥家附近走失，家里非常着急。请尽量把照片转下去，发现线索请马上联系，电15538864632。你每转发一次，都有可能带给她一次希望；相信好人有好报！举手之劳！。王偉建@中铸
","This cute little girl is Liu Lijie, 7 years old. On July 4th, I lost near the Danqiao's home in Fengtai District, and the family",
797,rumor_images/9e8c070bgw1ez07z6a3gyj20go0m8q45.jpg,0,"家长们注意了：现在得白血病的孩子越来越多，妇幼保健院提醒家长们：不要给孩子喝爽歪歪和含有牛奶添加剂的饮料。也告诉家中有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、哇哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味、都含有肉毒杆菌，现紧急召回！大家友情转发传递爱心不要冷漠！
","Wangzi Milk, Coca -Cola, Shuangxiu, Wowaha AD Calcium Milk, Future Star, QQ Star, Beautiful Sauce Fruit Milk Pineapple flavor, all",幼保健院紧急通知现存得妹忆病的少芒越染越多，短幼保健院所未您，请不村给宝案电次震重和有有梁吉剂的个骨多料，告诉案里有四孩隐朋友，星他牛奶、两已可乐，张答全、娃咯哈:个翅、未来型。、尽、匡江源时粒奶优藏槛际的。都含有内亚丁而”现在紧急如加，栖孩子的都航-。设有蕊书他也铺友全转连大家行动起张”优地一众我们的爱心!
798,rumor_images/8adf2016jw1e6k84szepbj20cs07h3yw.jpg,0,"有网友尖锐地指出：“在德国，汽车、公司都无需年检。我问德国人：汽车不年检，坏了怎么办？答：自己修车。我问：德国政府为何不强制年检？德国人反问：谁给了政府这个权力？如果政府对年检感兴趣，说明这种事对它有好处。”直戳要害啊！转
","Some netizens pointed out sharply: ""In Germany, cars and companies do not need to inspect the annual inspection. Who gave the government the power?""",中国卡于间再./
799,rumor_images/8431b1c1jw1e2qh3l76twj.jpg,0,"她是一个14月大的小女孩，一场大火的生还者。上身达到95%的烧伤。属于重度烧伤。器官功能完全丧失，需特殊医疗依赖及完全护理依赖方可维持生命。需花费医疗费用五十万，急需好心人捐款帮助，每转发一次孩子的父母就可以得到3分钱的支助。有爱心的网友请动动宝贵的手指转一下。
","It takes 500,000 medical expenses, and urgently needs to donate help. Each child's parents can get 3 cents for support.",且]仿_陈俊佐.//
800,rumor_images/b228a729jw1e0iph35jr1j.jpg,0,"各位亲们，中央电视台《焦点访谈》已经播出， 可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。 专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。 ——请火速转给你在乎的朋友，不要给孩子们喝这种饮料。
","Coca -Cola admits that its (fruit orange) contains the disabled pesticide ""multi -bacterial spirit"" Multiococcus spirit can cause cancer such as cerebral paralysis and liver tumor.",
801,rumor_images/6d2db2dejw1dzm77853boj.jpg,0,"【三个高官强奸后杀死16岁少女学生，众学生火烧酒店】O网页链接
","[Three senior officials rape and kill 16 -year -old girls, students burning hotels] O web link link",
802,rumor_images/4d7c435fjw1e0ixxcfspwj.jpg,0,"四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄的，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天！ @杨璐溪
","Sichuan Tibetan districts need clothes and shoes of 410 -year -old children. New and old are not limited. If you have no suitable clothes, you can mail it.",刀刀是也./
803,rumor_images/8724eac1jw1eqfyrz2ihij20ea09haaz.jpg,0,"#✅女子拒绝公*务*员强.奸，被判刑3年！难道要我张开双腿迎接你们吗？#该女子在被施暴时，因不配合强奸而导致对方身亡。昨日，洛阳市洛龙区法院审结了这起“不配合强奸致...（分享自i悦读）司法腐败了，强奸他人，法院不判强奸犯有罪，反而判被强奸人故意伤害罪，咄咄怪事。 O网页链接
","When the woman was violent, the other party was killed because they did not cooperate with rape. # 强. O web link link link.",
804,rumor_images/684beb49jw1eeck63kqn8j20hs0qo0wf.jpg,0,"#马航飞机失联#脸书越南人说找到灰机这图真的假的。 #马航飞机失联
",##Facebook Vietnamese said that the picture of the gray machine was really false.#,富全加)引《马航飞北京的班机找到了!分享
805,rumor_images/6b2b208egw1dxosi4j89wj.jpg,0,"【人大代表建议将法定结婚年龄降至18周岁】亲们，咨询得知，新的婚姻法中规定男女双方只要年满18周岁就可以结婚了啊，并不是之前的男方22、女方20噢。而且结婚证是国家级证书，加3个学分现在大学期间结婚，学费减半；跨民族结婚，生一个孩子奖励一万 源：新浪新闻O网页链接
","The new marriage law stipulates that both men and women can get married as long as the age of 18 years old. The marriage certificate is a national certificate, plus 3 credits now.",
806,rumor_images/005AvbzFjw1es8x8zd1atj30az0dtmxp.jpg,0,"幼儿园都发通知了家长们注意啦现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶,可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的都含有肉毒杆菌现在紧急召回,有孩子的都转下 没有孩子的也请友情转转
","Coca -Cola, Shuangxiu, Wahaha Ad Calcium Milk, Future Star, QQ Star, Beautiful Juvenile Fruit Milk Granuita and Pineapple flavor all",
807,rumor_images/717418b9jw1dwmmxjuip1j.jpg,0,"中国人拍的《金陵十三钗》小鬼子票房为零。小日本拍的《贞子》3D将于9月12日在中国大陆上映。而9月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让 贞子3D 9月12日票房为零。 朋友们 拿起你的鼠标 复制然后粘贴一下 转起转起！
","The 3D ""Sadoko"" shot by Little Japan will be released on September 12 in mainland China. September 12 is the anniversary of the Nanjing Massacre and the National Campaign Day.",
808,rumor_images/0063ljM3jw1eruqa3aieoj30k00f5acl.jpg,0,"有孩子的注意了! 妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转
","Star, QQ star, beautiful juice fruit pineapple flavor. All contain Botox. Now emergency recall.","民一和人证入住吕月微峰热卖要食证负二四权起则乐-|村来宝一多认知名南城/光”本、上，昌言网:必买买蕉好友:.-当运过你几年的努力宣传推广你拥有成于上万,上百万，许大的会员:会员衣,食,住,行,吃,吗，玩，乐痢着钱，而你三驳测中区"
809,rumor_images/561a0b95jw1e1pr6vkrqgj.jpg,0,"可惜呀！可惜呀！可惜呀！要善待自己！新年里一定要改变生活方式啊！闪电]中国500強企业腾讯CE0、QQ之父、微信创始人马化腾先生与昨天下午在深圳人民医院因汹酒、过劳后引起心肌梗死去世，享年39岁，个人财产334.2亿人民币⋯生命没有第二次! 我在:2富民南街
","Mr. Ma Huateng, the father of QQ, and the founder of WeChat, died yesterday afternoon in Shenzhen People's Hospital due to the fierce wine and the work",
810,rumor_images/df413b84jw1ejon0mcrcpj20k00zk7cd.jpg,0,"分享网页:✎安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊！O✎安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊！——来自@UC浏览器
","Only 56 years old, I have eaten New Tulley for 27 years, so ironic!","--每日健康养生销点击蓝字，轻松关注有健康才有疙来安利老板死了!才岁，吃了年的纽崔莱，好讽刺啊!就在前几天，年月日，安利成冠系统创始人陈观田因肝癌岁去世,了年安利,吃了年纽崔莱,为美国人赚了年钱。安利大师超凡创办人王莹官《远离贫穷》《完整的植物是最好的药物》作者，于年月日时在福州逝世.享年岁。安利著名的网络系统创始人吉米道南年月日去逝，岁。用了安利产品四十三年。真是莫大的讽刺每天让自己知进大把大把的高科技产品，最终伤及肝脏，一命鸣呼!人体是个复杂的系统，殊不知这些所谓各种高科技萃取工艺口二"
811,rumor_images/685ad655jw1emg1hbe16sj20hs0npwgg.jpg,0,"#亲爱的#寻人启事：吴梦月，女，3岁：失踪日期：2014年11月18日下午2点左右，失踪地点：大连市人民路的友谊商城门前。孩子要方便。老人包里翻纸的功夫。孩子就在身后。回头孩子瞬间就丢了。父母和家人已经崩溃。如有知情者请提供线索，愿意把价值50万卖掉房子给予酬金。知情联系电话.15635694635
","Wu Mengyue, female, 3 years old: Missing Date: At about 2 pm on November 18, 2014, disappearing place: in front of the friendship mall.",
812,rumor_images/6c1767d2jw1e5otrzol4tj20yo0qkqa5.jpg,0,"立刻检查一下你家里的牙膏 如果是黑色条马上扔掉 牙膏管上面的颜色是有含义的 一共分4种：绿 蓝 红 黑 绿色：纯天然 蓝色：天然+药物 红色：天然+化学成分 黑色：纯化学 （转）
","The color of the toothpaste tube is a total of 4 kinds of meaning: green, blue, red and black. Green: pure natural blue: natural+.drug red: natural+",白二万办辐一站于悦丰(量)医用塘/又一才一情一(上一多另一三)|办分力好和光|刘字的区于/在降丰过人条攻丰日，|码(劾能劲果)记左白人才古人人顽予防夕作了必二在七为口臭防止充分洗\流可户办灰走答让也与忆根元未到水严充分洗\流可
813,rumor_images/bb783096jw1esipuhpduyj20ez0qoq5r.jpg,0,"13888033164。有线索酬金100万 帮忙扩散，今天上午一个十多岁小男孩在锦绣花园小区附近被人拐走了，小男孩能说出他的名字……汪雄～从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下 联系人汪永超～
",A ten-year-old boy was abducted near the Splendid Garden Community. The old man took away the current adults who are mad.,[|小伟子(^^)唐伟伟:朋友图邵士泉是我朋友的朋友帮有帮忙谢谢!万寻人启事。有线索酬金万帮忙扩散，今天上午一个十多岁小男孩在锦绣园小区附近被人拐走了，小男孩能说出他的花名十多岁男人抱走了现大人都急疯了有知情者请告之系如万分感谢看到信息的兄弟姐妹留意一下联人汪永超一果看一眼懒得转的冷漠的人也请……阿弥修车分享了一个链接湖昨天刚出的视频!!快看不然又被删掉分钟前本
814,rumor_images/ec878ec4jw1ervrhlzes7j20gp0gptax.jpg,0,"转：幼儿园刚才发紧急通知：妇幼保健院提示，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！&nbsp;&nbsp;没有孩子的也请友情转转！ 2扬州·宇斯浦花园
","Kindergarten just issued an emergency notice: Maternal and Child Health Hospital reminded, please do not drink crooked and crooked milk drinks.",
815,rumor_images/005ZDBGyjw1eqy15bpvkaj30hs0dcq3k.jpg,0,"佛山禅城和南海妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶。、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回 O网页链接
","Wangzi milk., Coca -Cola, Shuang crooked.Wahaha AD calcium milk, Domeiz, Abbott, beautiful juice fruit grain milk pineapple flavor. All contain Botox",了时限目未健体育飞喉轩兴圣女匠怕/
816,rumor_images/6bb88f78jw1elb2tr4vykj20c80bqgmp.jpg,0,"严重支持，心怀慈悲、众生平等&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;好消息卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发
",The State Food and Drug Administration began to accept the report of the dog and meat hall on November 1.,
817,rumor_images/90c56edbjw1e3cjrd6nu8j.jpg,0,"最新内部消息：中移动已确认将对微信收费，从今年9月1日起，移动对微信单独计费，分为包月和实时流量计算两种方式，包月费用为10元，流量计费的具体政策还在商议中。内线透露，联通会跟微信合作，可能继续免费，据说联通准备对新用户赠送每月500兆流量。电信收不收费还不好说。总之，移动用户悲催了！
","From September 1 this year, mobile will bill on WeChat separately, divided into two methods: monthly and real -time traffic calculation. The monthly fee is 10 yuan, and the specific",
818,rumor_images/cd269638jw1etxx65fzzbj20hs0opq45.jpg,0,"河南省来了1000多外地人 专偷小孩抢小孩的 郑州已丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，有问路的千万别停下，不要理会，收到的都传下，这是事实！转一次可能就拯救了一个孩子！
","More than 1,000 outsiders have left more than 20 foreigners who have stolen children to grab children. More than 20 children have been lost in Zhengzhou, and have dissected 7 organs",
819,rumor_images/9b5d9505jw1edy2jem22fj20b40eyt9t.jpg,0,"紧急通知： 刚刚中央二套电视新闻己播出、暂时别吃、猪肉、鸡肉、鸭肉或肉制品，因辽宁到南宁5570头家禽感染了炭疽杆菌。南宁刚开完紧急会议。 这图是五中鸡场的，这炭疽杆茵到隆安了。请尽量通知亲朋好友！！！ 收到请转 ！！ 越快转越好！
","Do not eat pork, chicken, duck or meat products, due to Liaoning to Nanning 5570 poultry infected.",
820,rumor_images/6cbf5f93jw1e7ff4duq4kj20jy0dsabz.jpg,0,"小山村发生的奇闻怪事 母猪生下八个小孩(1)-社会百态-时装 昨天凌晨12点，云南省昆明市宜良县的一个小山村发生一件怪事，一只母猪居然生下8个男婴儿。 O网页链接
",The strange and strange sows in Xiaoshan Village gave birth to eight children.A baby boy.O web link,
821,rumor_images/005N4ZWdjw1enz4806r0lj308c08ct9l.jpg,0,"我在看【寻人启示13759695559帮忙扩散!】，分享给你，快来看！ O寻人启示13759695559帮忙扩散!
","I am watching [Search Revelation 13759695559 to help spread!], Share it with you, come to see!O Tongren Revelation 13759695559 Help spread!",寻人启示帮忙扩散!--天安寻人启示帮忙扩散，今天上午一个三岁多小女孩在世纪家园小区附近被人拐走了，小女孩能说出她区区的手机号码，从监控上看是被一个四十多岁男人抱走了现大人都急疯了，有知情者请告之，万分感谢!看到一下!取加身巴，张静
822,rumor_images/6413ffe6jw1e0pwdx2mu5j.jpg,0,"【阿司匹林】在睡眠时心脏病突发, 剧烈胸疼足以把人从沉睡中痛醒, 立刻口含两颗阿司匹林嚼碎了咽下去，接着立刻联络急救中心，然后坐在椅子或沙发上静候援助，千万别躺下！心脏科医师强调，如果每个看到这条微博的人， 能够转发10份给其他人，肯定至少有一条命将会被救回。 请扩散！
","The heart physician emphasized that if everyone who sees this Weibo can forward 10 copies to others, there must be at least one life will be rescued. [Aspirin] Sudden",
823,rumor_images/005IODrmjw1es9b426tcaj30c4091dg9.jpg,0,"女子拒绝强奸被判三年！！！！难道我要想开双腿迎接你们吗_嵩县吧_百度贴吧 O网页链接
",Women's rejection of rape was sentenced to three years!IntersectionIntersectionIntersectionDo I want to open your legs to greet you?,
824,rumor_images/60bbcd0ftw1e3y9fw5e5yj20cz0ggwfv.jpg,0,"红十字会，你们想说点什么？
","Red Cross, what do you want to say?","上午:微博正文会:今天两个中江红十字会的人来我们这里购买了万多元的救灾药品，要求我们开万多元的发票。我们制药一三)没有答应，隔壁通化一家药厂经营部开给他【天价山】红十字会所采购的帐篷每顶一万多元,我的份:吴斌，年月日出住什辑市方亭镇中心大街西段节赐田评论:"
825,rumor_images/76f65c15jw1dwx3hc2c0uj.jpg,0,"日本女优苍井空近期发布微博称，为了支持日本决定退出任何形式的中文微博，今后也不会来中国参加任何的活动，一个靠劈开大腿和嘴挣钱的女艺人对国家的决定都这么支持，那我们呢？
","Japanese actress Cori Aoi recently released Weibo saying that in order to support Japan's decision to withdraw from any form of Chinese Weibo, they will not come to China to participate in any activities in the future.Support, what about us?",日本媒体《读卖新闻》，《朝日新闻》，《产经新闻》等报纸的苍井空简短声明:本人从即日起正式宣布退出中文微博!而且不会再去中国进行任何的活动。我要以实际行动来表明态度支持我的国家。苟井空..查看大图，涩向左转。人向右转加乔川素
826,rumor_images/7f2d87dfjw1dzjthedp1hj.jpg,0,"藏区需要4一10岁小孩的衣服和鞋子，新旧不限。，洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有衣服可寄，帮转下贴，您的简单复制，就能给孩子们温暖的明天。天冷给孩子们添些棉衣！好人一生平安[爱心]阿弥陀佛！
","The Tibetan area requires the clothes and shoes of a 4 -year -old child. If you have no clothes, help the post. Your simple copy can warm the children tomorrow.",和本十以苏志恒./
827,rumor_images/9161e7f4jw1dxvzerjlaoj.jpg,0,"【驾驶证新规】2013年1月1日起：1.闯红灯，记6分，罚100元。2.酒驾，5年内不得再考取驾照。3.不系安全带，记3分，罚100元。4.副驾不系安全带，记1分，罚50元。5.行驶途中拨打手机，记3分，罚100元。6.行驶途中抽烟，记1分，罚100元。7.有意遮挡号牌，记12分，顶额处罚。8.超速驾驶，记6分。
","From January 1, 2013: Crossing red lights, 6 points, penalty 100 yuan. Drunk driving, you must not get a driver's license within 5 years. Do not tie the seat",
828,rumor_images/a17041aftw1e26nmseu3hj.jpg,0,"【网曝李双江之子事件女主角撤诉 】微博实名认证为“音乐制作人、演员、歌手”的网友杜歌爆料，称李天一案女主角撤销控诉，已达成和解意向，受害人可得到极大物质补偿，包括北京户口、工作、住房等。 O网页链接
","The heroine of Li Tian's case withdrew the complaint and had reached a settlement intention. Compensation, including Beijing household registration, work, housing, etc.",，起知首抽的兴起爱好起知道的生令国习民?起要更加评记的了解村?加个关注到末?
829,rumor_images/557ee1d1jw1e2mruv45ivj.jpg,0,"从别的微薄里看见的，说是腾讯北分的微薄team的成员，不知识真是假，大家一定要注意身体啊！
","Seeing from other meals, it is said that it is a member of the meager Team of Tencent North.",张条腾讯外在转|苞癌右竺
830,rumor_images/9e20be8ejw1ev237vvjhsj20ci0m6myx.jpg,0,"#天津塘沽大爆炸#转移人民群众关注的焦点 企图操控舆论导向来掩盖真相
",#The focus of the people's attention In an attempt to control public opinion orientation to cover up the truth,中国联通玉作合音叮了《微信人直分…()双吧是六个中队全没和
831,rumor_images/8225bd54tw1dwkjf6at32j.jpg,0,"梁启东:【苍井空最新声明：因钓鱼岛气愤宣布退出中文微博】据日本媒体《读卖新闻》，《朝日新闻》，《产经新闻》等报纸，苍井空发表简短声明：本人从即日起正式宣布退出中文微博！而且不会再去中国进行任何的活动。我要以实际行动来表明态度支持我的国家。苍井空 2012.09.03
","Liang Qidong: Due to the anger of Diaoyu Islands announced his withdrawal from the Chinese Weibo. According to the Japanese media ""Yomiuri News"", ""As",
832,rumor_images/e5af7fbcjw1exj70fsq52j20e20p0q3t.jpg,0,"这是发生在安徽省太和县一起强拆惨案！黑社会打死了一家七口人！ 【分享自晋州吧】  O网页链接
","This is a tragedy of demolition in Taihe County, Anhui Province!The underworld killed a family of seven people![Share from Jinzhou] O web link link",",串中国移动富…"
833,rumor_images/3e51335bjw1e2qvjwavz0j.jpg,0,"#短距点评# @郑渊洁 老师业界良心20:20准时发，满分好评！@叫兽易小星 20:21发，及格狗！@留几手 20:23发，误差3分钟，0分！@何润东 删了又发，发了又删，猪一样的队友就是你！ #大概8点20分发爆个料，这条微博给他们带来的薪酬是10万元。
","@20:23, the error is 3 minutes, 0 points!@, Posting and deleting, the teammates like pigs are you!#At about 8:20, the salary",大概点发哈哈竹本有动革末，作在中国站了钱。本作朋在美国人但忆年，在中国过是一年作的手机在美国夫巡后保重新计算，在中国却丰是。提信公平公正的美国企业，为什么要在中国于这可于?作风上大事了和让)过而来自并二记|加守节|大宏点分发和家末自明古风|转发加上由莽|主认)大魏喜分发国全如图有人间上册视几个名人高论是全机和过，请看全洒寺老情大李上发一等二由起世间看大图|沿在转|疝右竺在人人-人和主机”基业的人年)是诺大了人天来自证)转帮)|请)又一个点一世英名啊。以为网友孝是侵通吗?十站全在和动中国庆和于村，不兴旺选技术，还是和和件怕、公平、关友和从值观。区芋时在售后服务上对中国下胡大和发国家省采用量慰卜感到幸介入。用相隔其至更高的价格网革轩，中国天科的二后了务却人于发过国认江青，国允革果屯一块不是内站全和币自让让针尖庆有到二
834,rumor_images/76454741jw1el8nu8pojaj218g0xc49y.jpg,0,"特大好消息！[咒骂][咒骂][咒骂]卖狗肉违法了， 国家食品药品监督局2014年11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发。[强]见一次我举报十次
","State Food and Drug Administration began to accept the report of the dog and meat hall on November 1, 2014.",
835,rumor_images/5e97e424jw1emu4px06ptj20hh0p0tb8.jpg,0,"转：有没有盆友想要养金毛宝宝，刚出生的金毛寻回犬，因为生了12只，如果没人要，要去人道毁灭... 纯种，公狗母狗都有。免费！ 准备好照顾狗宝宝一辈子的可以联系～15754904612养不了的也可以帮忙转发，谢谢没人要就安乐死了，希望大家可以领走。 有爱心的同学可以联系。朋友们帮忙转一下……
",Love students can contact. 15754904612 can not be able to forward it. Thank you for no one to be euthanized.,
836,rumor_images/6c939514jw1dzmnl0e546j.jpg,0,"学校需要小孩的衣服新旧不限四川藏族地区也是世界海拔最高的地区请问有没有四到十岁孩子的旧衣服和鞋子洗干净就可以因为小朋友衣服少捐的人少天气越来越冷了。地址：甘孜藏族自治州石渠县西区长沙贡马乡小学邮编：627350校长：达洼18923491809也许您的简单复制，就能给孩子们一点温暖
",The Sichuan Tibetan areas are also the highest altitude in the world. Is there any old clothes and shoes of the 4 to ten -year -old children?,
837,rumor_images/a12f3900jw1evcpmr0hp2j207n089jrk.jpg,0,"今天邵逸夫先生出殡了，乔布斯去世的时候，我们中国人铺天卷地的刷屏，而邵逸夫去世了，却没有看见有人悼念，我们有千百个学校的教学楼叫做“逸夫教学楼”，多少医院有“逸夫门诊楼＂，这位老人一生捐赠了数以千百亿计的医疗设施和教育设施，对国人来说，他真的比乔布斯伟大多，逸夫老先生，一路走好！
","When Jobs died, the Chinese people were spreading the screen, and Shao Yifu died, but we did not see someone mourn. The old man donated tens of billions of medical",
